sentence_id,text,language,ground_truth,predicted,gt_entities,pred_entities
152,फेवा ताल पोखराको आकर्षणको मुख्य केन्द्र हो।,Standard Nepali,"{""entities"": [{""text"": ""फेवा ताल"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""फेवा ताल"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'फेवा ताल', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'फेवा ताल', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}]}"
153,रामेछाप पहाडी भूगोलले घेरिएको जिल्ला हो।,Standard Nepali,"{""entities"": [{""text"": ""रामेछाप"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रामेछाप"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रामेछाप', 'type': 'LOC'}]}","{'entities': [{'text': 'रामेछाप', 'type': 'LOC'}]}"
154,बाँके राष्ट्रिय निकुञ्ज वन्यजन्तु संरक्षणका लागि परिचित छ।,Standard Nepali,"{""entities"": [{""text"": ""बाँके राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बाँके राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बाँके राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'बाँके राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}"
155,मकालु हिमाल पूर्वी नेपालमा अवस्थित छ।,Standard Nepali,"{""entities"": [{""text"": ""मकालु हिमाल"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मकालु हिमाल"", ""type"": ""LOC""}, {""text"": ""पूर्वी नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मकालु हिमाल', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'मकालु हिमाल', 'type': 'LOC'}, {'text': 'पूर्वी नेपाल', 'type': 'LOC'}]}"
156,जुम्ला स्याउ उत्पादनका लागि प्रसिद्ध छ।,Standard Nepali,"{""entities"": [{""text"": ""जुम्ला"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""जुम्ला"", ""type"": ""LOC""}]}","{'entities': [{'text': 'जुम्ला', 'type': 'LOC'}]}","{'entities': [{'text': 'जुम्ला', 'type': 'LOC'}]}"
157,काभ्रे जिल्ला ऐतिहासिक तथा प्राकृतिक स्थलले भरिएको छ।,Standard Nepali,"{""entities"": [{""text"": ""काभ्रे"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काभ्रे जिल्ला"", ""type"": ""LOC""}]}","{'entities': [{'text': 'काभ्रे', 'type': 'LOC'}]}","{'entities': [{'text': 'काभ्रे जिल्ला', 'type': 'LOC'}]}"
158,बलेवा विमानस्थल बागलुङमा अवस्थित छ।,Standard Nepali,"{""entities"": [{""text"": ""बलेवा विमानस्थल"", ""type"": ""LOC""}, {""text"": ""बागलुङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बलेवा विमानस्थल"", ""type"": ""LOC""}, {""text"": ""बागलुङ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बलेवा विमानस्थल', 'type': 'LOC'}, {'text': 'बागलुङ', 'type': 'LOC'}]}","{'entities': [{'text': 'बलेवा विमानस्थल', 'type': 'LOC'}, {'text': 'बागलुङ', 'type': 'LOC'}]}"
159,खोटाङ पहाडी भूभागमा फैलिएको जिल्ला हो।,Standard Nepali,"{""entities"": [{""text"": ""खोटाङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""खोटाङ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'खोटाङ', 'type': 'LOC'}]}","{'entities': [{'text': 'खोटाङ', 'type': 'LOC'}]}"
160,ललितपुर कला र संस्कृतिको केन्द्रका रूपमा चिनिन्छ।,Standard Nepali,"{""entities"": [{""text"": ""खोटाङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'खोटाङ', 'type': 'LOC'}]}","{'entities': [{'text': 'ललितपुर', 'type': 'LOC'}]}"
161,प्रधानमन्त्री कार्यालयले आपतकालीन राहत योजना घोषणा गर्यो।,Standard Nepali,"{""entities"": [{""text"": ""प्रधानमन्त्री कार्यालय"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""प्रधानमन्त्री कार्यालय"", ""type"": ""ORG""}]}","{'entities': [{'text': 'प्रधानमन्त्री कार्यालय', 'type': 'ORG'}]}","{'entities': [{'text': 'प्रधानमन्त्री कार्यालय', 'type': 'ORG'}]}"
162,नेपाल लाइफ इन्स्योरेन्सले नयाँ बीमा योजना ल्याएको छ।,Standard Nepali,"{""entities"": [{""text"": ""नेपाल लाइफ इन्स्योरेन्स"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""नेपाल लाइफ इन्स्योरेन्स"", ""type"": ""ORG""}]}","{'entities': [{'text': 'नेपाल लाइफ इन्स्योरेन्स', 'type': 'ORG'}]}","{'entities': [{'text': 'नेपाल लाइफ इन्स्योरेन्स', 'type': 'ORG'}]}"
163,काठमाडौँ–पोखरा राजमार्ग मर्मतको काम सुरु भएको छ।,Standard Nepali,"{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौँ"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""राजमार्ग"", ""type"": ""MISC""}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौँ', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'राजमार्ग', 'type': 'MISC'}]}"
164,राष्ट्रिय युवा परिषद्ले नयाँ कार्यक्रम सुरु गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""राष्ट्रिय युवा परिषद्"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""राष्ट्रिय युवा परिषद"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राष्ट्रिय युवा परिषद्', 'type': 'ORG'}]}","{'entities': [{'text': 'राष्ट्रिय युवा परिषद', 'type': 'ORG'}]}"
165,भूकम्पपछिको पुनर्निर्माणमा संयुक्त राष्ट्रसंघले सहयोग जनाएको छ।,Standard Nepali,"{""entities"": [{""text"": ""संयुक्त राष्ट्रसंघ"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""संयुक्त राष्ट्रसंघ"", ""type"": ""ORG""}]}","{'entities': [{'text': 'संयुक्त राष्ट्रसंघ', 'type': 'ORG'}]}","{'entities': [{'text': 'संयुक्त राष्ट्रसंघ', 'type': 'ORG'}]}"
166,जिल्ला अदालत काठमाडौंले नयाँ फैसलाको घोषणा गर्यो।,Standard Nepali,"{""entities"": [{""text"": ""जिल्ला अदालत"", ""type"": ""ORG""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""जिल्ला अदालत"", ""type"": ""ORG""}]}","{'entities': [{'text': 'जिल्ला अदालत', 'type': 'ORG'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'जिल्ला अदालत', 'type': 'ORG'}]}"
167,भक्तपुरमा नयाँ विद्यालय भवन निर्माण सम्पन्न भएको छ।,Standard Nepali,"{""entities"": [{""text"": ""भक्तपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""भक्तपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'भक्तपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'भक्तपुर', 'type': 'LOC'}]}"
168,नेपाल पर्यटन बोर्डले नयाँ प्रवर्द्धन कार्यक्रम सुरु गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}]}"
169,वाणिज्य मन्त्रालयले आयात–निर्यात नीति संशोधन गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""वाणिज्य मन्त्रालय"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""वाणिज्य मन्त्रालय"", ""type"": ""ORG""}]}","{'entities': [{'text': 'वाणिज्य मन्त्रालय', 'type': 'ORG'}]}","{'entities': [{'text': 'वाणिज्य मन्त्रालय', 'type': 'ORG'}]}"
170,मोरङमा नयाँ अस्पताल उद्घाटन भयो।,Standard Nepali,"{""entities"": [{""text"": ""मोरङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मोरङ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मोरङ', 'type': 'LOC'}]}","{'entities': [{'text': 'मोरङ', 'type': 'LOC'}]}"
171,राष्ट्रियसभाले सामाजिक सुरक्षा विधेयक पारित गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""राष्ट्रियसभा"", ""type"": ""ORG""}]}","{""entities"": []}","{'entities': [{'text': 'राष्ट्रियसभा', 'type': 'ORG'}]}",{'entities': []}
172,बागमती प्रदेश सरकारले सडक सुधार योजना लागू गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""बागमती प्रदेश"", ""type"": ""LOC""}, {""text"": ""बागमती प्रदेश सरकार"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""बागमती प्रदेश"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बागमती प्रदेश', 'type': 'LOC'}, {'text': 'बागमती प्रदेश सरकार', 'type': 'ORG'}]}","{'entities': [{'text': 'बागमती प्रदेश', 'type': 'LOC'}]}"
173,राष्ट्रिय पत्रकार संघले पत्रकार सम्मेलन आयोजना गर्यो।,Standard Nepali,"{""entities"": [{""text"": ""राष्ट्रिय पत्रकार संघ"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""राष्ट्रिय पत्रकार संघ"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राष्ट्रिय पत्रकार संघ', 'type': 'ORG'}]}","{'entities': [{'text': 'राष्ट्रिय पत्रकार संघ', 'type': 'ORG'}]}"
174,वीरगन्जमा नयाँ मल्टीस्पेस कम्प्लेक्स सञ्चालनमा आएको छ।,Standard Nepali,"{""entities"": [{""text"": ""वीरगन्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""वीरगन्ज"", ""type"": ""LOC""}, {""text"": ""मल्टीस्पेस कम्प्लेक्स"", ""type"": ""MISC""}]}","{'entities': [{'text': 'वीरगन्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'वीरगन्ज', 'type': 'LOC'}, {'text': 'मल्टीस्पेस कम्प्लेक्स', 'type': 'MISC'}]}"
175,प्रधानमन्त्रीले अन्तर्राष्ट्रिय सम्मेलनमा प्रतिनिधि पठाउने निर्णय गरे।,Standard Nepali,"{""entities"": [{""text"": ""प्रधानमन्त्री"", ""type"": ""PER""}]}","{""entities"": []}","{'entities': [{'text': 'प्रधानमन्त्री', 'type': 'PER'}]}",{'entities': []}
176,नेपाल रेडक्रस सोसाइटीले राहत वितरण कार्य सुरु गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""नेपाल रेडक्रस सोसाइटी"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""नेपाल रेडक्रस सोसाइटी"", ""type"": ""ORG""}]}","{'entities': [{'text': 'नेपाल रेडक्रस सोसाइटी', 'type': 'ORG'}]}","{'entities': [{'text': 'नेपाल रेडक्रस सोसाइटी', 'type': 'ORG'}]}"
177,राष्ट्रियसभा सदस्यहरूद्वारा सामाजिक नीति समीक्षा गरिएको छ।,Standard Nepali,"{""entities"": [{""text"": ""राष्ट्रियसभा"", ""type"": ""ORG""}]}","{""entities"": []}","{'entities': [{'text': 'राष्ट्रियसभा', 'type': 'ORG'}]}",{'entities': []}
178,काठमाडौं–ललितपुर सवारी सुधार अभियान सुरु भएको छ।,Standard Nepali,"{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'ललितपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'ललितपुर', 'type': 'LOC'}]}"
179,राष्ट्रिय जनगणना आगामी असारमा सञ्चालन हुने भएको छ।,Standard Nepali,"{""entities"": [{""text"": ""असार"", ""type"": ""DATE""}]}","{""entities"": [{""text"": ""असार"", ""type"": ""DATE""}]}","{'entities': [{'text': 'असार', 'type': 'DATE'}]}","{'entities': [{'text': 'असार', 'type': 'DATE'}]}"
180,नेपाल पर्यटन बोर्डले पोखरामा नयाँ होटेल प्रमोशन सुरु गरेको छ।,Standard Nepali,"{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}"
181,मीरा हुम्ला जिल्लाको ट्रेकिङमा गइन्।,Standard Nepali,"{""entities"": [{""text"": ""मीरा"", ""type"": ""PER""}, {""text"": ""हुम्ला"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मीरा"", ""type"": ""PER""}, {""text"": ""हुम्ला"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मीरा', 'type': 'PER'}, {'text': 'हुम्ला', 'type': 'LOC'}]}","{'entities': [{'text': 'मीरा', 'type': 'PER'}, {'text': 'हुम्ला', 'type': 'LOC'}]}"
182,अनिश काठमाडौँको भृकुटीमण्डपमा मेलामा छ।,Standard Nepali,"{""entities"": [{""text"": ""अनिश"", ""type"": ""PER""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}, {""text"": ""भृकुटीमण्डप"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अनिश"", ""type"": ""PER""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}, {""text"": ""भृकुटीमण्डप"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अनिश', 'type': 'PER'}, {'text': 'काठमाडौँ', 'type': 'LOC'}, {'text': 'भृकुटीमण्डप', 'type': 'LOC'}]}","{'entities': [{'text': 'अनिश', 'type': 'PER'}, {'text': 'काठमाडौँ', 'type': 'LOC'}, {'text': 'भृकुटीमण्डप', 'type': 'LOC'}]}"
183,सञ्जय विराटनगरको सांस्कृतिक स्थल घुम्दैछ।,Standard Nepali,"{""entities"": [{""text"": ""सञ्जय"", ""type"": ""PER""}, {""text"": ""विराटनगर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सञ्जय"", ""type"": ""PER""}, {""text"": ""विराटनगर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सञ्जय', 'type': 'PER'}, {'text': 'विराटनगर', 'type': 'LOC'}]}","{'entities': [{'text': 'सञ्जय', 'type': 'PER'}, {'text': 'विराटनगर', 'type': 'LOC'}]}"
184,रुविना धनगढी बजारमा किनमेल गर्दैछिन्।,Standard Nepali,"{""entities"": [{""text"": ""रुविना"", ""type"": ""PER""}, {""text"": ""धनगढी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""धनगढी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रुविना', 'type': 'PER'}, {'text': 'धनगढी', 'type': 'LOC'}]}","{'entities': [{'text': 'धनगढी', 'type': 'LOC'}]}"
185,कबिर बुटवलको नयाँ रेस्टुरेन्टमा पुगे।,Standard Nepali,"{""entities"": [{""text"": ""कबिर"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}, {""text"": ""रेस्टुरेन्ट"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कबिर"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कबिर', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}, {'text': 'रेस्टुरेन्ट', 'type': 'LOC'}]}","{'entities': [{'text': 'कबिर', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}"
186,अञ्जली पोखराको माउंटेन म्यूजियममा घुम्दैछिन्।,Standard Nepali,"{""entities"": [{""text"": ""अञ्जली"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""माउंटेन म्यूजियम"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अञ्जली"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""माउंटेन म्यूजियम"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अञ्जली', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'माउंटेन म्यूजियम', 'type': 'LOC'}]}","{'entities': [{'text': 'अञ्जली', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'माउंटेन म्यूजियम', 'type': 'LOC'}]}"
187,सुमन ललितपुरको हनुमानढोका दरबार भ्रमणमा छ।,Standard Nepali,"{""entities"": [{""text"": ""सुमन"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""हनुमानढोका दरबार"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुमन"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""हनुमानढोका दरबार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुमन', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'हनुमानढोका दरबार', 'type': 'LOC'}]}","{'entities': [{'text': 'सुमन', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'हनुमानढोका दरबार', 'type': 'LOC'}]}"
188,राधा जनकपुरधामको मिथिला मन्दिरमा दर्शन गर्न गइन्।,Standard Nepali,"{""entities"": [{""text"": ""राधा"", ""type"": ""PER""}, {""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""मिथिला मन्दिर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""राधा"", ""type"": ""PER""}, {""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""मिथिला मन्दिर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'राधा', 'type': 'PER'}, {'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'मिथिला मन्दिर', 'type': 'LOC'}]}","{'entities': [{'text': 'राधा', 'type': 'PER'}, {'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'मिथिला मन्दिर', 'type': 'LOC'}]}"
189,अर्जुन एभरेस्ट हाइकिङ ट्रेलमा छ।,Standard Nepali,"{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""एभरेस्ट हाइकिङ ट्रेल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""एभरेस्ट"", ""type"": ""LOC""}, {""text"": ""हाइकिङ ट्रेल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'एभरेस्ट हाइकिङ ट्रेल', 'type': 'LOC'}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'एभरेस्ट', 'type': 'LOC'}, {'text': 'हाइकिङ ट्रेल', 'type': 'LOC'}]}"
190,सुष्मिता नाम्चे बजारको होटेलमा बस्दैछिन्।,Standard Nepali,"{""entities"": [{""text"": ""सुष्मिता"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""होटेल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुष्मिता"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुष्मिता', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'होटेल', 'type': 'LOC'}]}","{'entities': [{'text': 'सुष्मिता', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}]}"
191,दीपक बागमती प्रदेशको राजधानी भ्रमण गर्दैछ।,Standard Nepali,"{""entities"": [{""text"": ""दीपक"", ""type"": ""PER""}, {""text"": ""बागमती प्रदेश"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""दीपक"", ""type"": ""PER""}, {""text"": ""बागमती प्रदेश"", ""type"": ""LOC""}]}","{'entities': [{'text': 'दीपक', 'type': 'PER'}, {'text': 'बागमती प्रदेश', 'type': 'LOC'}]}","{'entities': [{'text': 'दीपक', 'type': 'PER'}, {'text': 'बागमती प्रदेश', 'type': 'LOC'}]}"
192,प्रज्ञा कास्कीको फेवा तालको भ्रमणमा छिन्।,Standard Nepali,"{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""कास्की"", ""type"": ""LOC""}, {""text"": ""फेवा ताल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""कास्की"", ""type"": ""LOC""}, {""text"": ""फेवा ताल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'कास्की', 'type': 'LOC'}, {'text': 'फेवा ताल', 'type': 'LOC'}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'कास्की', 'type': 'LOC'}, {'text': 'फेवा ताल', 'type': 'LOC'}]}"
193,विवेक धरानको मेची नदी किनारमा पुगे।,Standard Nepali,"{""entities"": [{""text"": ""विवेक"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेची नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""विवेक"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेची नदी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'विवेक', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेची नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'विवेक', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेची नदी', 'type': 'LOC'}]}"
194,अर्पण हेटौँडाको क्याम्पस भ्रमण गर्दैछ।,Standard Nepali,"{""entities"": [{""text"": ""अर्पण"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}, {""text"": ""क्याम्पस"", ""type"": ""LOC/ORG""}]}","{""entities"": [{""text"": ""अर्पण"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्पण', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}, {'text': 'क्याम्पस', 'type': 'LOC/ORG'}]}","{'entities': [{'text': 'अर्पण', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}]}"
195,कविता लुम्बिनीमा बौद्ध स्तूप घुम्न गइन्।,Standard Nepali,"{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}, {""text"": ""बौद्ध स्तूप"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}, {'text': 'बौद्ध स्तूप', 'type': 'LOC'}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}]}"
196,सञ्जना पोखराको लेकसाइड होटलमा छिन्।,Standard Nepali,"{""entities"": [{""text"": ""सञ्जना"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""लेकसाइड होटल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सञ्जना"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""लेकसाइड होटल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सञ्जना', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'लेकसाइड होटल', 'type': 'LOC'}]}","{'entities': [{'text': 'सञ्जना', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'लेकसाइड होटल', 'type': 'LOC'}]}"
197,किरण बुटवलको व्यापारिक बजारमा भेटियो।,Standard Nepali,"{""entities"": [{""text"": ""किरण"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""किरण"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'किरण', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}","{'entities': [{'text': 'किरण', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}"
198,मनिष ललितपुरको दरबार स्क्वायर घुम्दैछ।,Standard Nepali,"{""entities"": [{""text"": ""मनिष"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""दरबार स्क्वायर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मनिष"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""दरबार स्क्वायर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मनिष', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'दरबार स्क्वायर', 'type': 'LOC'}]}","{'entities': [{'text': 'मनिष', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'दरबार स्क्वायर', 'type': 'LOC'}]}"
199,अजय भक्तपुरको भक्तपुर दरबार भ्रमणमा छ।,Standard Nepali,"{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""भक्तपुर"", ""type"": ""LOC""}, {""text"": ""भक्तपुर दरबार"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अजय"", ""type"": ""PER""}, {""text"": ""भक्तपुर"", ""type"": ""LOC""}, {""text"": ""भक्तपुर दरबार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'भक्तपुर', 'type': 'LOC'}, {'text': 'भक्तपुर दरबार', 'type': 'LOC'}]}","{'entities': [{'text': 'अजय', 'type': 'PER'}, {'text': 'भक्तपुर', 'type': 'LOC'}, {'text': 'भक्तपुर दरबार', 'type': 'LOC'}]}"
