sentence_id,text,language,ground_truth,predicted,gt_entities,pred_entities
150,बागलुङ कालिकाको थान धर्मका हिसाब ले निक्कै पुज्जया को ठौर  हो।,Achhami Dialect,"{""entities"": [{""text"": ""बागलुङ"", ""type"": ""LOC""}, {""text"": ""कालिका मन्दिर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बागलुङ"", ""type"": ""LOC""}, {""text"": ""कालिका"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बागलुङ', 'type': 'LOC'}, {'text': 'कालिका मन्दिर', 'type': 'LOC'}]}","{'entities': [{'text': 'बागलुङ', 'type': 'LOC'}, {'text': 'कालिका', 'type': 'LOC'}]}"
151,दार्चुला भारत र चीनसँग सिमाना जोड़याको जिल्ला हो।,Achhami Dialect,"{""entities"": [{""text"": ""दार्चुला"", ""type"": ""LOC""}, {""text"": ""भारत"", ""type"": ""LOC""}, {""text"": ""चीन"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""दार्चुला"", ""type"": ""LOC""}, {""text"": ""भारत"", ""type"": ""LOC""}, {""text"": ""चीन"", ""type"": ""LOC""}]}","{'entities': [{'text': 'दार्चुला', 'type': 'LOC'}, {'text': 'भारत', 'type': 'LOC'}, {'text': 'चीन', 'type': 'LOC'}]}","{'entities': [{'text': 'दार्चुला', 'type': 'LOC'}, {'text': 'भारत', 'type': 'LOC'}, {'text': 'चीन', 'type': 'LOC'}]}"
152,फेवा ताल पोखराको घुमनै पडन्या ठौर  हो।,Achhami Dialect,"{""entities"": [{""text"": ""फेवा ताल"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""फेवा ताल"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'फेवा ताल', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'फेवा ताल', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}]}"
153,रामेछाप पाहाडले  घेरेको जिल्ला हो।,Achhami Dialect,"{""entities"": [{""text"": ""रामेछाप"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रामेछाप"", ""type"": ""LOC""}, {""text"": ""पाहाड"", ""type"": ""LOC""}, {""text"": ""जिल्ला"", ""type"": ""MISC""}]}","{'entities': [{'text': 'रामेछाप', 'type': 'LOC'}]}","{'entities': [{'text': 'रामेछाप', 'type': 'LOC'}, {'text': 'पाहाड', 'type': 'LOC'}, {'text': 'जिल्ला', 'type': 'MISC'}]}"
154,बाँके राष्ट्रिय निकुञ्ज जंगली जनावोर बचाउनका  लागि  निक्कै मानन्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""बाँके राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बाँके राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बाँके राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'बाँके राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}"
155,मकालु हिमाल पूर्वमा पड्डो छ ।,Achhami Dialect,"{""entities"": [{""text"": ""मकालु हिमाल"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मकालु हिमाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मकालु हिमाल', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'मकालु हिमाल', 'type': 'LOC'}]}"
156,जुम्ला स्याउ फालाउन्य निक्कै ठाउँ हो।,Achhami Dialect,"{""entities"": [{""text"": ""जुम्ला"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""जुम्ला"", ""type"": ""LOC""}]}","{'entities': [{'text': 'जुम्ला', 'type': 'LOC'}]}","{'entities': [{'text': 'जुम्ला', 'type': 'LOC'}]}"
157,काभ्रे जिल्ला ऐतिहासिक तथा प्राकृतिक हिसाब ले भर्र्याको ठौर छ।,Achhami Dialect,"{""entities"": [{""text"": ""काभ्रे"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काभ्रे जिल्ला"", ""type"": ""LOC""}, {""text"": ""भर्र्या"", ""type"": ""LOC""}]}","{'entities': [{'text': 'काभ्रे', 'type': 'LOC'}]}","{'entities': [{'text': 'काभ्रे जिल्ला', 'type': 'LOC'}, {'text': 'भर्र्या', 'type': 'LOC'}]}"
158,बलेवा विमानस्थल बागलुङमा पड्दो छ।,Achhami Dialect,"{""entities"": [{""text"": ""बलेवा विमानस्थल"", ""type"": ""LOC""}, {""text"": ""बागलुङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बलेवा विमानस्थल"", ""type"": ""LOC""}, {""text"": ""बागलुङ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बलेवा विमानस्थल', 'type': 'LOC'}, {'text': 'बागलुङ', 'type': 'LOC'}]}","{'entities': [{'text': 'बलेवा विमानस्थल', 'type': 'LOC'}, {'text': 'बागलुङ', 'type': 'LOC'}]}"
159,खोटाङ पाहाडभरि  फैल्या  को  जिल्ला हो।,Achhami Dialect,"{""entities"": [{""text"": ""खोटाङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""खोटाङ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'खोटाङ', 'type': 'LOC'}]}","{'entities': [{'text': 'खोटाङ', 'type': 'LOC'}]}"
160,ललितपुर कला र संस्कृतिको मुख्या ठौरका रूपमा चिन्या  छ ।,Achhami Dialect,"{""entities"": [{""text"": ""खोटाङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'खोटाङ', 'type': 'LOC'}]}","{'entities': [{'text': 'ललितपुर', 'type': 'LOC'}]}"
161,प्रधानमन्त्री कार्यालयले आपतकालीन राहत योजना घोषणा गर्यो।,Achhami Dialect,"{""entities"": [{""text"": ""प्रधानमन्त्री कार्यालय"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""प्रधानमन्त्री कार्यालय"", ""type"": ""ORG""}]}","{'entities': [{'text': 'प्रधानमन्त्री कार्यालय', 'type': 'ORG'}]}","{'entities': [{'text': 'प्रधानमन्त्री कार्यालय', 'type': 'ORG'}]}"
162,नेपाल लाइफ इन्स्योरेन्सले नौलो  बीमा योजना ल्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल लाइफ इन्स्योरेन्स"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""नेपाल लाइफ इन्स्योरेन्स"", ""type"": ""ORG""}]}","{'entities': [{'text': 'नेपाल लाइफ इन्स्योरेन्स', 'type': 'ORG'}]}","{'entities': [{'text': 'नेपाल लाइफ इन्स्योरेन्स', 'type': 'ORG'}]}"
163,काठमाडौँ–पोखरा राजमार्ग मर्मतको काम सुरु भयाको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौँ"", ""type"": ""LOC""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""राजमार्ग"", ""type"": ""MISC""}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौँ', 'type': 'LOC'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'राजमार्ग', 'type': 'MISC'}]}"
164,राष्ट्रिय युवा परिषद्ले नयाँ कार्यक्रम सुरु गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रिय युवा परिषद्"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""राष्ट्रिय युवा परिषद"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राष्ट्रिय युवा परिषद्', 'type': 'ORG'}]}","{'entities': [{'text': 'राष्ट्रिय युवा परिषद', 'type': 'ORG'}]}"
165,भूकम्पपछिको पुनर्निर्माणमा संयुक्त राष्ट्रसंघले सहयोग जनायाको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""संयुक्त राष्ट्रसंघ"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""संयुक्त राष्ट्रसंघ"", ""type"": ""ORG""}]}","{'entities': [{'text': 'संयुक्त राष्ट्रसंघ', 'type': 'ORG'}]}","{'entities': [{'text': 'संयुक्त राष्ट्रसंघ', 'type': 'ORG'}]}"
166,जिल्ला अदालत काठमाडौंले नयाँ फैसलाको घोषणा गर्यो।,Achhami Dialect,"{""entities"": [{""text"": ""जिल्ला अदालत"", ""type"": ""ORG""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""जिल्ला अदालत"", ""type"": ""ORG""}]}","{'entities': [{'text': 'जिल्ला अदालत', 'type': 'ORG'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'जिल्ला अदालत', 'type': 'ORG'}]}"
167,भक्तपुरमा नौलो विद्यालय भवन निर्माण सम्पन्न भयाको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""भक्तपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""भक्तपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'भक्तपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'भक्तपुर', 'type': 'LOC'}]}"
168,नेपाल पर्यटन बोर्डले नौलो  प्रवर्द्धन कार्यक्रम सुरु गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}]}"
169,वाणिज्य मन्त्रालयले आयात–निर्यात नीति संशोधन गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""वाणिज्य मन्त्रालय"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""वाणिज्य मन्त्रालय"", ""type"": ""ORG""}]}","{'entities': [{'text': 'वाणिज्य मन्त्रालय', 'type': 'ORG'}]}","{'entities': [{'text': 'वाणिज्य मन्त्रालय', 'type': 'ORG'}]}"
170,मोरङमा नौलो  अस्पताल उद्घाटन भयो।,Achhami Dialect,"{""entities"": [{""text"": ""मोरङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मोरङ"", ""type"": ""LOC""}, {""text"": ""अस्पताल"", ""type"": ""MISC""}]}","{'entities': [{'text': 'मोरङ', 'type': 'LOC'}]}","{'entities': [{'text': 'मोरङ', 'type': 'LOC'}, {'text': 'अस्पताल', 'type': 'MISC'}]}"
171,राष्ट्रियसभाले सामाजिक सुरक्षा विधेयक पारित गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रियसभा"", ""type"": ""ORG""}]}","{""entities"": []}","{'entities': [{'text': 'राष्ट्रियसभा', 'type': 'ORG'}]}",{'entities': []}
172,बागमती प्रदेश सरकारले सडक सुधार योजना लागू गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""बागमती प्रदेश"", ""type"": ""LOC""}, {""text"": ""बागमती प्रदेश सरकार"", ""type"": ""ORG""}]}","{""entities"": []}","{'entities': [{'text': 'बागमती प्रदेश', 'type': 'LOC'}, {'text': 'बागमती प्रदेश सरकार', 'type': 'ORG'}]}",{'entities': []}
173,राष्ट्रिय पत्रकार संघले पत्रकार सम्मेलन आयोजना गर्यो।,Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रिय पत्रकार संघ"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""राष्ट्रिय पत्रकार संघ"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राष्ट्रिय पत्रकार संघ', 'type': 'ORG'}]}","{'entities': [{'text': 'राष्ट्रिय पत्रकार संघ', 'type': 'ORG'}]}"
174,वीरगन्जमा नौलो  मल्टीस्पेस कम्प्लेक्स सञ्चालनमा आयाको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""वीरगन्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""वीरगन्ज"", ""type"": ""LOC""}, {""text"": ""मल्टीस्पेस कम्प्लेक्स"", ""type"": ""MISC""}]}","{'entities': [{'text': 'वीरगन्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'वीरगन्ज', 'type': 'LOC'}, {'text': 'मल्टीस्पेस कम्प्लेक्स', 'type': 'MISC'}]}"
175,प्रधानमन्त्रीले अन्तर्राष्ट्रिय सम्मेलनमा प्रतिनिधि पठाउने निर्णय गर्यो ।,Achhami Dialect,"{""entities"": [{""text"": ""प्रधानमन्त्री"", ""type"": ""PER""}]}","{""entities"": []}","{'entities': [{'text': 'प्रधानमन्त्री', 'type': 'PER'}]}",{'entities': []}
176,नेपाल रेडक्रस सोसाइटीले राहत बाड्ण्य़ा काम  सुरु गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल रेडक्रस सोसाइटी"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""नेपाल रेडक्रस सोसाइटी"", ""type"": ""ORG""}]}","{'entities': [{'text': 'नेपाल रेडक्रस सोसाइटी', 'type': 'ORG'}]}","{'entities': [{'text': 'नेपाल रेडक्रस सोसाइटी', 'type': 'ORG'}]}"
177,राष्ट्रियसभा सदस्यहरूद्वारा सामाजिक नीति समीक्षा गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रियसभा"", ""type"": ""ORG""}]}","{""entities"": []}","{'entities': [{'text': 'राष्ट्रियसभा', 'type': 'ORG'}]}",{'entities': []}
178,काठमाडौं–ललितपुर सवारी सुधार अभियान सुरु भयाको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'ललितपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'ललितपुर', 'type': 'LOC'}]}"
179,राष्ट्रिय जनगणना आगामी असारमा सञ्चालन हुने भयाको छ।,Achhami Dialect,"{""entities"": [{""text"": ""असार"", ""type"": ""DATE""}]}","{""entities"": [{""text"": ""असार"", ""type"": ""DATE""}]}","{'entities': [{'text': 'असार', 'type': 'DATE'}]}","{'entities': [{'text': 'असार', 'type': 'DATE'}]}"
180,नेपाल पर्यटन बोर्डले पोखरामा नौलो होटेल प्रमोशन सुरु गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल पर्यटन बोर्ड"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल पर्यटन बोर्ड', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}"
181,मीरा हुम्ला जिल्लाको ट्रेकिङमा गइ।,Achhami Dialect,"{""entities"": [{""text"": ""मीरा"", ""type"": ""PER""}, {""text"": ""हुम्ला"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मीरा"", ""type"": ""PER""}, {""text"": ""हुम्ला"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मीरा', 'type': 'PER'}, {'text': 'हुम्ला', 'type': 'LOC'}]}","{'entities': [{'text': 'मीरा', 'type': 'PER'}, {'text': 'हुम्ला', 'type': 'LOC'}]}"
182,अनिश काठमाडौँको भृकुटीमण्डपमा मेलामा छ।,Achhami Dialect,"{""entities"": [{""text"": ""अनिश"", ""type"": ""PER""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}, {""text"": ""भृकुटीमण्डप"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अनिश"", ""type"": ""PER""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}, {""text"": ""भृकुटीमण्डप"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अनिश', 'type': 'PER'}, {'text': 'काठमाडौँ', 'type': 'LOC'}, {'text': 'भृकुटीमण्डप', 'type': 'LOC'}]}","{'entities': [{'text': 'अनिश', 'type': 'PER'}, {'text': 'काठमाडौँ', 'type': 'LOC'}, {'text': 'भृकुटीमण्डप', 'type': 'LOC'}]}"
183,सञ्जय विराटनगरको सांस्कृतिक ठौर  घुम्दैछ।,Achhami Dialect,"{""entities"": [{""text"": ""सञ्जय"", ""type"": ""PER""}, {""text"": ""विराटनगर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सञ्जय"", ""type"": ""PER""}, {""text"": ""विराटनगर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सञ्जय', 'type': 'PER'}, {'text': 'विराटनगर', 'type': 'LOC'}]}","{'entities': [{'text': 'सञ्जय', 'type': 'PER'}, {'text': 'विराटनगर', 'type': 'LOC'}]}"
184,रुविना धनगढी बजारमा किनमेल गर्दैछ।,Achhami Dialect,"{""entities"": [{""text"": ""रुविना"", ""type"": ""PER""}, {""text"": ""धनगढी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""धनगढी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रुविना', 'type': 'PER'}, {'text': 'धनगढी', 'type': 'LOC'}]}","{'entities': [{'text': 'धनगढी', 'type': 'LOC'}]}"
185,कबिर बुटवलको नौलो रेस्टुरेन्टमा पुग्यो ।,Achhami Dialect,"{""entities"": [{""text"": ""कबिर"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}, {""text"": ""रेस्टुरेन्ट"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कबिर"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}, {""text"": ""नौलो रेस्टुरेन्ट"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कबिर', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}, {'text': 'रेस्टुरेन्ट', 'type': 'LOC'}]}","{'entities': [{'text': 'कबिर', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}, {'text': 'नौलो रेस्टुरेन्ट', 'type': 'LOC'}]}"
186,अञ्जली पोखराको माउंटेन म्यूजियममा घुम्दैछ।,Achhami Dialect,"{""entities"": [{""text"": ""अञ्जली"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""माउंटेन म्यूजियम"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अञ्जली"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""माउंटेन म्यूजियम"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अञ्जली', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'माउंटेन म्यूजियम', 'type': 'LOC'}]}","{'entities': [{'text': 'अञ्जली', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'माउंटेन म्यूजियम', 'type': 'LOC'}]}"
187,सुमन ललितपुरको हनुमानढोका दरबार भ्रमणमा छ।,Achhami Dialect,"{""entities"": [{""text"": ""सुमन"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""हनुमानढोका दरबार"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुमन"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""हनुमानढोका दरबार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुमन', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'हनुमानढोका दरबार', 'type': 'LOC'}]}","{'entities': [{'text': 'सुमन', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'हनुमानढोका दरबार', 'type': 'LOC'}]}"
188,राधा जनकपुरधामको मिथिला मन्दिरमा दर्शन गर्न गइ।,Achhami Dialect,"{""entities"": [{""text"": ""राधा"", ""type"": ""PER""}, {""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""मिथिला मन्दिर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""राधा"", ""type"": ""PER""}, {""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""मिथिला मन्दिर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'राधा', 'type': 'PER'}, {'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'मिथिला मन्दिर', 'type': 'LOC'}]}","{'entities': [{'text': 'राधा', 'type': 'PER'}, {'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'मिथिला मन्दिर', 'type': 'LOC'}]}"
189,अर्जुन एभरेस्ट हाइकिङ ट्रेलमा छ।,Achhami Dialect,"{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""एभरेस्ट हाइकिङ ट्रेल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""एभरेस्ट"", ""type"": ""LOC""}, {""text"": ""हाइकिङ ट्रेल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'एभरेस्ट हाइकिङ ट्रेल', 'type': 'LOC'}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'एभरेस्ट', 'type': 'LOC'}, {'text': 'हाइकिङ ट्रेल', 'type': 'LOC'}]}"
190,सुष्मिता नाम्चे बजारको होटेलमा बस्दैछ।,Achhami Dialect,"{""entities"": [{""text"": ""सुष्मिता"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}, {""text"": ""होटेल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुष्मिता"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुष्मिता', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}, {'text': 'होटेल', 'type': 'LOC'}]}","{'entities': [{'text': 'सुष्मिता', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}]}"
191,दीपक बागमती प्रदेशको राजधानी भ्रमण गर्दैछ।,Achhami Dialect,"{""entities"": [{""text"": ""दीपक"", ""type"": ""PER""}, {""text"": ""बागमती प्रदेश"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""दीपक"", ""type"": ""PER""}, {""text"": ""बागमती प्रदेश"", ""type"": ""LOC""}]}","{'entities': [{'text': 'दीपक', 'type': 'PER'}, {'text': 'बागमती प्रदेश', 'type': 'LOC'}]}","{'entities': [{'text': 'दीपक', 'type': 'PER'}, {'text': 'बागमती प्रदेश', 'type': 'LOC'}]}"
192,प्रज्ञा कास्कीको फेवा तालको भ्रमणमा छ।,Achhami Dialect,"{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""कास्की"", ""type"": ""LOC""}, {""text"": ""फेवा ताल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""कास्की"", ""type"": ""LOC""}, {""text"": ""फेवा ताल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'कास्की', 'type': 'LOC'}, {'text': 'फेवा ताल', 'type': 'LOC'}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'कास्की', 'type': 'LOC'}, {'text': 'फेवा ताल', 'type': 'LOC'}]}"
193,विवेक धरानको मेची नदी छाल  पुग्यो ।,Achhami Dialect,"{""entities"": [{""text"": ""विवेक"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेची नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेची नदी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'विवेक', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेची नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'धरान', 'type': 'LOC'}, {'text': 'मेची नदी', 'type': 'LOC'}]}"
194,अर्पण हेटौँडाको क्याम्पस भ्रमण गर्दैछ।,Achhami Dialect,"{""entities"": [{""text"": ""अर्पण"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}, {""text"": ""क्याम्पस"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अर्पण"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्पण', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}, {'text': 'क्याम्पस', 'type': 'LOC'}]}","{'entities': [{'text': 'अर्पण', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}]}"
195,कविता लुम्बिनीमा बौद्ध स्तूप घुम्न गइ।,Achhami Dialect,"{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}, {""text"": ""बौद्ध स्तूप"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}, {""text"": ""बौद्ध स्तूप"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}, {'text': 'बौद्ध स्तूप', 'type': 'LOC'}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}, {'text': 'बौद्ध स्तूप', 'type': 'LOC'}]}"
196,सञ्जना पोखराको लेकसाइड होटलमा छ।,Achhami Dialect,"{""entities"": [{""text"": ""सञ्जना"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""लेकसाइड होटल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सञ्जना"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""लेकसाइड होटल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सञ्जना', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'लेकसाइड होटल', 'type': 'LOC'}]}","{'entities': [{'text': 'सञ्जना', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'लेकसाइड होटल', 'type': 'LOC'}]}"
197,किरण बुटवलको व्यापारिक बजारमा भेट्यो ।,Achhami Dialect,"{""entities"": [{""text"": ""किरण"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""किरण"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'किरण', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}","{'entities': [{'text': 'किरण', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}"
